url,language,speaker_id,domain,gender,location,duration,age
https://www.youtube.com/watch?v=bUv31yfECMc,Nepali,Null,Agriculture,Male,kathmandu,00:14:21,Null
https://www.youtube.com/watch?v=equE2ok_ncI,Nepali,Null,Agriculture,Male,kathmandu,00:19:46,Null
https://www.youtube.com/watch?v=SksDYzVDgj8,Nepali,Null,Agriculture,Male,kathmandu,00:18:32,Null
https://www.youtube.com/watch?v=FR2msUcNqzM,Nepali,Null,Agriculture,Male,kathmandu,00:08:46,Null
https://www.youtube.com/watch?v=1zwPnnKdu0Y,Nepali,Null,Agriculture,Male,kathmandu,00:21:13,Null
https://www.youtube.com/watch?v=CdTpF5tPplA,Nepali,Null,Agriculture,Male,kathmandu,00:22:07,Null
https://www.youtube.com/watch?v=n-BJO7GVrsE,Nepali,Null,Agriculture,Male,kathmandu,00:20:33,Null
https://www.youtube.com/watch?v=pp1J16A4wXw,Nepali,Null,Agriculture,Male,kathmandu,00:21:40,Null
https://www.youtube.com/watch?v=Dz56YGK2-Xo,Nepali,Null,Agriculture,Male,kathmandu,00:19:20,Null
https://www.youtube.com/watch?v=wvhnt7nO5XI,Nepali,Null,Agriculture,Male,kathmandu,00:27:56,Null
https://www.youtube.com/watch?v=jEoKQztmETc,Nepali,Null,Finance,Null,kathmandu,02:18:42,Null
https://www.youtube.com/watch?v=Sn-1Fvd59WE,Nepali,Null,Finance,Null,kathmandu,02:25:23,Null
https://www.youtube.com/watch?v=Uwz2ER6hENs,Nepali,Null,Finance,Null,kathmandu,03:02:56,Null
https://www.youtube.com/watch?v=A2ywWexf2v8,Nepali,Null,Finance,Null,kathmandu,02:12:53,Null
https://www.youtube.com/watch?v=pGkEHaCm1nM,Nepali,Null,Finance,Null,kathmandu,02:16:30,Null
https://www.youtube.com/watch?v=_E28SKoAyIc,Nepali,Null,Finance,Null,kathmandu,01:58:40,Null
https://www.youtube.com/watch?v=IwWPUL8MHi8,Nepali,Null,Finance,Null,kathmandu,02:13:17,Null
https://www.youtube.com/watch?v=bjuwYNNJG7w,Nepali,Null,Finance,Null,kathmandu,01:44:26,Null
https://www.youtube.com/watch?v=EMO2foW-QoA,Nepali,Null,Finance,Null,kathmandu,02:08:37,Null
https://www.youtube.com/watch?v=nEZm14CsIlg,Nepali,Null,Finance,Male,kathmandu,00:16:32,Null
https://www.youtube.com/watch?v=g84x5k46638,Nepali,Null,Finance,Male,kathmandu,00:18:49,Null
https://www.youtube.com/watch?v=ci2tIeLHzV8,Nepali,Null,Finance,Male,kathmandu,00:16:12,Null
https://www.youtube.com/watch?v=FEfIAPXULw8,Nepali,Null,Finance,Male,kathmandu,00:14:33,Null
https://www.youtube.com/watch?v=WcbDAfJ5mL8,Nepali,Null,Finance,Male,kathmandu,00:22:00,Null
https://www.youtube.com/watch?v=pt12LhdbW6E,Nepali,Null,Finance,Male,kathmandu,00:23:02,Null
https://www.youtube.com/watch?v=6t-FDGymUws,Nepali,Null,Finance,Male,kathmandu,00:23:13,Null
https://www.youtube.com/watch?v=E7IsuH2LVYc,Nepali,Null,Finance,Male,kathmandu,00:21:58,Null
https://www.youtube.com/watch?v=QC32_LVABvs,Nepali,Null,Finance,Male,kathmandu,00:20:01,Null
